epoch,Train Loss,Train dice0,Val Loss,Val dice0,Test Loss,Test dice0
1,0.4077,0.5923,0.1753,0.8247,0.1216,0.8784
2,0.1599,0.8401,0.1516,0.8484,0.1044,0.8956
3,0.1472,0.8528,0.141,0.859,0.0972,0.9028
4,0.1381,0.8619,0.141,0.859,0.0967,0.9033
5,0.1368,0.8632,0.1369,0.8631,0.0959,0.9041
6,0.1361,0.8639,0.1396,0.8604,0.0954,0.9046
7,0.1357,0.8643,0.136,0.864,0.0954,0.9046
8,0.1364,0.8636,0.1376,0.8624,0.0954,0.9046
9,0.1352,0.8648,0.137,0.863,0.0954,0.9046
