epoch,Train Loss,Train dice0,Val Loss,Val dice0,Test Loss,Test dice0
1,9036.2025,0.7566,0.2168,0.7832,0.2243,0.7757
2,7795.2559,0.7905,0.2178,0.7822,0.2169,0.7831
3,7640.3134,0.7918,0.2157,0.7843,0.2173,0.7827
4,7560.1216,0.795,0.2097,0.7903,0.212,0.788
5,7530.7407,0.7982,0.218,0.782,0.213,0.787
6,7528.5078,0.7959,0.2114,0.7886,0.213,0.787
